ror1_flag,ror1_confidence,ror1_reasoning,b7h3_flag,b7h3_confidence,b7h3_reasoning,topo1_flag,topo1_confidence,topo1_reasoning,bispecific_flag,bispecific_reasoning,competitor_flag,competitor_reasoning,lens_id,error
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related signaling pathways or expression profiles.",False,none,"The claims do not mention B7-H3, CD276, or any related B7 family member characteristics.",False,none,The claims do not mention topoisomerase I inhibitors or any related payloads such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met in the claims, indicating no competitive risk to the ADC program.",109-643-549-077-50X,
False,none,The claims focus on an anti-CD123 antibody and do not mention ROR1 or any characteristics associated with ROR1 targeting.,False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims.",False,none,The claims do not specify any topoisomerase I inhibitor payloads or related descriptions.,False,The claims do not describe any bispecific or multispecific antibodies.,False,"The patent claims are specific to an anti-CD123 antibody and do not involve ROR1, B7-H3, or topoisomerase I inhibitors, thus posing no competitive risk to the ADC program targeting these elements.",095-635-340-427-381,
False,none,"The claims do not mention ROR1 or any characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific lymphomas.",False,none,"The claims do not mention B7-H3, CD276, or any related characteristics. The focus is on TRPV6-binding peptides.",False,none,There is no mention of topoisomerase I inhibitors or related payloads in the claims. The focus is on TRPV6-binding peptides for detection and delivery.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims focus on TRPV6-binding peptides and their use in cancer detection and delivery, with no overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads.",096-205-447-372-778,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1, such as involvement in Wnt5a signaling or expression in CLL. The focus is on bioorthogonal ligation moieties and active agents unrelated to ROR1.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims. The biomarkers listed do not include B7-H3 or any specific B7 family member.",False,none,"The claims do not specify any topoisomerase I inhibitors or related payloads. The focus is on bioorthogonal ligation and active agents like antibodies, not cytotoxic payloads.",False,The claims do not describe bispecific or multispecific antibodies. The focus is on therapeutic probes with bioorthogonal ligation moieties and active agents.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitors are met with medium or high confidence. The patent does not pose a competitive risk to the ADC program targeting these elements.",117-508-764-296-762,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",True,high,"The claims explicitly mention an immune checkpoint inhibitor that includes an anti-B7-H3 antibody, which directly targets B7-H3 (CD276).",False,none,There is no mention of topoisomerase I inhibitors or related payloads in the claims.,False,The claims do not describe a bispecific or multispecific antibody involving ROR1 or B7-H3.,True,"The patent poses a competitive risk due to the high confidence in B7-H3 targeting, as the claims include an anti-B7-H3 antibody.",130-046-732-851-44X,
False,none,The claims do not mention ROR1 or any related receptor tyrosine kinase. There is no indication of targeting ROR1 in the described compositions or methods.,False,none,"The claims do not mention B7-H3, CD276, or any related B7 family member. There is no indication of targeting B7-H3 in the described compositions or methods.",False,none,"The claims do not mention topoisomerase I inhibitors or any related payloads. The focus is on STING agonists and immune receptor binding agents, not on topoisomerase I inhibitors.",False,The claims do not describe any bispecific or multispecific antibody constructs. The focus is on microdevices for immune modulation.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The patent does not pose a competitive risk to the ADC program targeting these elements.",135-080-403-913-831,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related signaling pathways or expression profiles.",False,none,"The claims do not mention B7-H3, CD276, or any related B7 family member characteristics.",True,medium,"Claim 12 lists camptothecin, a known topoisomerase I inhibitor, as a potential active agent in the formulation, supporting medium confidence for topoisomerase I inhibitor payload risk.",False,The claims do not describe any bispecific or multispecific antibody constructs.,True,"The presence of camptothecin in the claims as a potential active agent indicates a medium confidence risk for a topoisomerase I inhibitor payload, warranting a competitor flag.",137-792-269-244-646,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims.",False,none,The claims focus on STING pathway modulation and do not mention topoisomerase I inhibitors or related payloads.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met, and there are no bispecific constructs described. Therefore, this patent does not pose a competitive risk to the ADC program.",149-631-940-852-583,
False,none,"The claims do not mention ROR1 or any characteristics associated with ROR1 targeting, such as involvement in Wnt5a signaling or expression in specific lymphomas.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting, such as being a 4Ig B7 family member or overexpression in specific cancers.",False,none,The claims do not mention topoisomerase I inhibitors or any related compounds such as camptothecin derivatives or their mechanisms of action.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met, and there are no bispecific constructs described. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",156-398-277-721-485,
True,high,"Claim 11 explicitly mentions ROR1 as an antigen of interest for a chimeric antigen receptor (CAR), indicating a high confidence in targeting ROR1.",False,none,"There is no mention of B7-H3 or CD276 in the claims, nor any description that matches the criteria for B7-H3 targeting.",False,none,"The claims do not mention any topoisomerase I inhibitors or related payloads, nor do they describe any structural features or mechanisms associated with topoisomerase I inhibition.",False,"While claim 14 mentions bispecific antibodies, there is no indication that one arm targets ROR1 or B7-H3, thus not meeting the criteria for a bispecific flag.",True,"The high confidence in ROR1 targeting through the explicit mention in claim 11 justifies setting the competitor flag to true, indicating potential competitive risk to an ADC program targeting ROR1.",158-351-633-701-662,
False,none,"The claims focus on antibodies targeting CAPRIN-1 protein, with no mention of ROR1 or related receptor tyrosine kinases.",False,none,"There is no mention of B7-H3, CD276, or any related B7 family member in the claims.",False,none,"The claims do not mention topoisomerase I inhibitors or related payloads. The focus is on a combination of CAPRIN-1 targeting antibodies with pyrimidine-based drugs, platinum formulations, and angiogenesis inhibitors.",False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as none of these elements are claimed or suggested.",173-622-876-302-661,
False,none,"The claims do not mention ROR1 or any specific characteristics of ROR1 targeting, such as involvement in Wnt5a signaling or expression in specific cancers.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting, such as its expression profile or exclusion of other B7 family members.",False,none,"The claims do not specify any topoisomerase I inhibitors or related payloads, nor do they describe mechanisms or structures associated with topoisomerase I inhibition.",False,"The claims do not describe any bispecific or multispecific antibodies, nor do they mention any specific targeting of ROR1 or B7-H3.",False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence, and there are no bispecific constructs described. Therefore, the patent does not pose a competitive risk to the ADC program targeting these elements.",113-002-961-661-139,
False,none,The claims do not mention ROR1 or any characteristics specifically associated with ROR1 targeting.,False,none,"The claims do not mention B7-H3, CD276, or any characteristics specifically associated with B7-H3 targeting.",False,none,The claims do not mention topoisomerase I inhibitors or any specific payloads related to topoisomerase I inhibition.,False,The claims do not describe any bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",133-690-829-296-08X,
False,none,"The claims focus exclusively on HER3-mutated cancer and anti-HER3 antibody-drug conjugates, with no mention or implication of ROR1 targeting.",False,none,"There is no mention of B7-H3 or related descriptions in the claims, which are specific to HER3 and its mutations.",False,none,The claims do not specify any topoisomerase I inhibitors or related payloads; they focus on the anti-HER3 antibody-drug conjugate without detailing the payload type.,False,The claims do not describe any bispecific or multispecific antibody constructs; they are focused on a single specificity for HER3.,False,"The patent claims are specific to HER3-targeting ADCs and do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads, indicating no competitive risk to the specified ADC program.",153-559-123-748-197,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting. The focus is on an anti-HER2 antibody, which is unrelated to ROR1.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims. The antibody is specific to HER2, not B7-H3.",False,none,"The claims do not specify a topoisomerase I inhibitor payload. The focus is on a STING agonist activity, which is unrelated to topoisomerase I inhibition.",False,"The claims describe a single specificity ADC targeting HER2, with no indication of bispecific or multispecific constructs involving ROR1 or B7-H3.",False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as none of these elements are claimed or suggested.",126-234-910-564-157,
False,none,"The claims focus on peptides derived from UBE2T and their use in inducing CTLs, with no mention of ROR1 or related receptor tyrosine kinases.",False,none,"There is no mention of B7-H3, CD276, or any related B7 family members in the claims, which are centered on UBE2T-derived peptides.",False,none,The claims do not reference any topoisomerase I inhibitors or related payloads; they are focused on peptide vaccines and CTL induction.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims are specific to UBE2T-derived peptides and CTL induction, with no overlap in targeting ROR1, B7-H3, or topoisomerase I inhibitors, thus posing no competitive risk to the ADC program.",005-703-396-033-32X,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting, such as being a 4Ig B7 family member.",False,none,"The claims focus on a specific compound and its formulation for subcutaneous administration, with no mention of topoisomerase I inhibitors or related mechanisms.",False,There are no claims describing bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"The patent does not claim any elements related to ROR1, B7-H3, or topoisomerase I inhibitors, thus posing no competitive risk to the ADC program targeting these elements.",025-453-297-263-636,
False,none,The claims do not mention ROR1 or any related orphan receptor tyrosine kinase characteristics.,False,none,"The claims do not mention B7-H3, CD276, or any related B7 family member characteristics.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads.,False,There are no claims describing bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"The patent claims focus on compositions for enhancing immunotherapy efficacy in colorectal cancer using specific bacterial strains and do not relate to ROR1, B7-H3, or topoisomerase I inhibitor payloads.",010-695-155-816-300,
False,none,"The claims focus on antibodies targeting immune checkpoint molecules, with no mention of ROR1 or related characteristics.",False,none,"The claims specify targeting immune checkpoint molecules, but do not mention B7-H3 or provide characteristics specific to B7-H3.",False,none,There is no mention of topoisomerase I inhibitors or related payloads in the claims.,False,The claims do not describe bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence.",042-103-337-327-929,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1, such as involvement in Wnt5a signaling or expression in CLL or mantle cell lymphoma.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3, such as being a 4Ig B7 family member or overexpression in specific solid tumors.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads such as camptothecin derivatives or specific topoisomerase I inhibitor drugs.,False,The claims do not describe a bispecific or multispecific antibody construct targeting ROR1 or B7-H3.,False,"None of the claims relate to ROR1, B7-H3, or topoisomerase I inhibitors, and there is no bispecific construct involving these targets. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",060-265-377-017-41X,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related characteristics that would suggest targeting ROR1.",False,none,"The claims do not mention B7-H3, CD276, or any related characteristics that would suggest targeting B7-H3.",False,none,The claims do not mention topoisomerase I inhibitors or any related compounds such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"There is no indication in the claims of targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",064-231-763-978-403,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1, such as involvement in Wnt5a signaling or expression in CLL. The focus is on immune checkpoint inhibitors and chemotherapeutic drugs.",True,high,"The claims explicitly list B7-H3 as a potential target for immune checkpoint inhibitors, which directly supports B7-H3 targeting.",True,high,"The claims include irinotecan, a known topoisomerase I inhibitor, as a potential chemotherapeutic drug, which directly supports the use of a topoisomerase I inhibitor payload.",False,The claims do not describe any bispecific or multispecific antibody constructs targeting ROR1 or B7-H3.,True,"The patent poses a competitive risk due to high confidence in B7-H3 targeting and the inclusion of a topoisomerase I inhibitor payload, both of which are relevant to the ADC program.",077-636-147-797-040,
False,none,"The claims do not mention ROR1, NTRKR1, or any related receptor tyrosine kinase characteristics. The focus is on phosphatidylcholine as a vein-formation promoting agent.",False,none,"There is no mention of B7-H3, CD276, or any related B7 family member characteristics in the claims. The claims are centered around phosphatidylcholine and its effects on tumor vasculature.",False,none,The claims do not reference any topoisomerase I inhibitors or related payloads. The focus is solely on phosphatidylcholine as a vein-formation promoting agent.,False,There are no claims describing bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"The patent does not claim any elements related to ROR1, B7-H3, or topoisomerase I inhibitors, thus posing no competitive risk to the ADC program targeting these elements.",076-868-356-092-908,
False,none,"The claims do not mention ROR1 or any characteristics specifically associated with ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL or mantle cell lymphoma.",True,high,"The claims explicitly mention B7-H3 as a target antigen for the antibody-drug conjugates, which directly supports high confidence in B7-H3 targeting.",False,none,"The claims specify a Bcl-xL inhibitor as the payload, with no mention of topoisomerase I inhibitors or related compounds such as camptothecin derivatives.",False,The claims do not describe any bispecific or multispecific antibody constructs.,True,"The high confidence in B7-H3 targeting indicates a competitive risk to ADC programs targeting B7-H3, despite the absence of ROR1 or topoisomerase I inhibitor payloads.",114-027-374-968-264,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific cancers.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as being a 4Ig B7 family member or overexpression in specific solid tumors.",False,none,"The claims focus on auristatin derivatives and do not mention topoisomerase I inhibitors, camptothecin derivatives, or any related structural descriptions.",False,The claims do not describe bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"There is no indication from the claims that the patent poses a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload.",125-148-878-315-267,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any specific characteristics of B7-H3 targeting in the claims.",False,none,The claims do not mention topoisomerase I inhibitors or any related compounds such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibodies.,False,"The patent claims focus on a combination of a BRAF inhibitor and a PD-1 axis binding antagonist, with no mention of ROR1, B7-H3, or topoisomerase I inhibitors. Therefore, it does not pose a competitive risk to the ADC program targeting these elements.",139-577-992-868-133,
False,none,"The claims do not mention ROR1 or any characteristics associated with ROR1 targeting, such as involvement in Wnt5a signaling or expression in specific cancers.",False,none,"The claims do not mention B7-H3, CD276, or any characteristics specific to B7-H3 targeting.",True,medium,"The claims include SN38 as a potential payload, which is a known topoisomerase I inhibitor, but do not explicitly mention 'topoisomerase I inhibitor' in the payload claim.",False,The claims do not describe a bispecific or multispecific antibody construct.,True,The presence of SN38 as a payload in the claims poses a medium confidence competitive risk to ADC programs using topoisomerase I inhibitors.,184-969-751-495-246,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims.",False,none,The claims do not reference any topoisomerase I inhibitors or related payloads.,False,The claims do not describe any bispecific or multispecific antibodies.,False,"None of the claims relate to ROR1, B7-H3, or topoisomerase I inhibitors, and there are no bispecific constructs described. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",025-671-992-198-616,
False,none,The claims do not mention ROR1 or any related receptor tyrosine kinase characteristics. The focus is on liposomal compositions containing alpha polyglutamated raltitrexed.,False,none,"There is no mention of B7-H3, CD276, or any related B7 family member in the claims. The claims are centered on liposomal formulations of alpha polyglutamated raltitrexed.",False,none,"The claims do not reference topoisomerase I inhibitors or any related compounds. The focus is on a different chemotherapeutic agent, raltitrexed, in a liposomal formulation.",False,The claims do not describe any bispecific or multispecific antibody constructs. The patent is focused on liposomal drug formulations.,False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as none of these elements are addressed in the claims.",068-147-881-955-791,
True,high,"The claims explicitly describe an antibody-drug conjugate where the antibody is an anti-ROR1 antibody, clearly targeting ROR1.",False,none,"There is no mention of B7-H3 or CD276 in the claims, nor any description that matches the criteria for B7-H3 targeting.",False,none,The claims do not specify a topoisomerase I inhibitor or any related compounds such as camptothecin derivatives.,False,The claims do not describe a bispecific or multispecific antibody construct.,True,The high confidence in ROR1 targeting indicates a competitive risk to ADC programs targeting ROR1.,180-068-866-368-876,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as its expression profile in solid tumors.",True,high,"The claims explicitly list 'LURTOTECAN® topoisomerase 1 inhibitor' as a potential active agent, which directly supports the presence of a topoisomerase I inhibitor payload.",False,"While the claims mention multispecific antibodies, there is no indication that any arm targets ROR1 or B7-H3.",True,The presence of a high-confidence topoisomerase I inhibitor payload in the claims poses a competitive risk to ADC programs utilizing similar payloads.,004-673-907-446-601,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related signaling pathways or expression profiles.",False,none,"The claims do not mention B7-H3, CD276, or any related B7 family member characteristics.",False,none,The claims do not specify any topoisomerase I inhibitors or related structural descriptions such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence, and no bispecific constructs are claimed.",013-890-609-791-56X,
False,none,"The claims focus on an anti-HER2 antibody-drug conjugate and a RASG12C inhibitor, with no mention of ROR1 or related characteristics.",False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims.",False,none,The claims do not specify a topoisomerase I inhibitor payload or related compounds.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims are specific to an anti-HER2 ADC and a RASG12C inhibitor, with no overlap in targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload.",016-433-929-196-108,
False,none,"The claims focus on an anti-CD38 antibody linked to lenalidomide molecules, with no mention of ROR1 or related characteristics.",False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims.",False,none,"The payload described in the claims is lenalidomide, which is not a topoisomerase I inhibitor.",False,"The claims describe a molecular construct with a single specificity for CD38, not a bispecific or multispecific antibody.",False,"The patent does not target ROR1, B7-H3, or involve a topoisomerase I inhibitor payload, thus posing no competitive risk to the ADC program.",033-411-150-847-682,
False,none,"The claims do not mention ROR1 or any characteristics specifically associated with ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting, such as overexpression in specific cancers or exclusion of other B7 family members.",False,none,The claims do not specify a topoisomerase I inhibitor payload or any related compounds like camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence, and no bispecific constructs are described. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",040-392-283-416-934,
False,none,"The claims do not mention ROR1, NTRKR1, or any specific characteristics of ROR1 such as Wnt5a signaling or expression in CLL. There is no indication of targeting ROR1 in the claims.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 such as its overexpression in certain cancers. There is no indication of targeting B7-H3 in the claims.",False,none,"The claims do not mention any topoisomerase I inhibitors or related payloads such as DXd, SN-38, or camptothecin derivatives. There is no indication of using a topoisomerase I inhibitor payload in the claims.",False,The claims do not describe any bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"None of the claims indicate targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload. Therefore, this patent does not pose a competitive risk to an ADC program targeting these elements.",092-217-445-202-356,
False,none,"The claims do not mention ROR1 or any characteristics specifically associated with ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any specific characteristics of B7-H3 targeting in the claims.",True,high,"The claims include ligand-drug conjugates with exatecan analogues, which are known topoisomerase I inhibitors, providing high confidence in topo I payload involvement.",False,The claims do not describe any bispecific or multispecific antibody constructs.,True,The high confidence in the topoisomerase I inhibitor payload (exatecan analogue) indicates competitive risk to ADC programs using similar payloads.,074-526-277-539-406,
False,none,The claims focus on anti-CD48 antibody-drug conjugates and do not mention ROR1 or any characteristics associated with ROR1 targeting.,False,none,The claims are specific to anti-CD48 antibody-drug conjugates and do not mention B7-H3 or any related characteristics.,False,none,"The payload described in the claims is an Mcl-1 inhibitor, not a topoisomerase I inhibitor. There is no mention of topoisomerase I inhibitors or related compounds.",False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims are specific to anti-CD48 ADCs with Mcl-1 inhibitor payloads, which do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor targeting. Therefore, it does not pose a competitive risk to the specified ADC program.",073-351-692-122-159,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting, such as being a 4Ig B7 family member.",False,none,The claims focus on 8-sulfonyl-2-aminobenzazepine derivatives and do not mention topoisomerase I inhibitors or related compounds like camptothecin derivatives.,False,The claims do not describe bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"There is no indication in the claims of targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, thus posing no competitive risk to the specified ADC program.",126-157-043-951-960,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific cancers.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as overexpression in certain solid tumors.",True,high,"The claims explicitly mention 'non-natural camptothecin compound,' which is a known topoisomerase I inhibitor, supporting high confidence in topo I payload relevance.",False,The claims do not describe any bispecific or multispecific antibody constructs.,True,"The presence of a topoisomerase I inhibitor payload with high confidence indicates competitive risk to ADC programs using similar payloads, despite the absence of ROR1 or B7-H3 targeting.",115-576-418-121-97X,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting.",False,none,The claims do not mention topoisomerase I inhibitors or any related compounds such as camptothecin derivatives.,False,There are no claims describing bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"The patent claims focus on arginase inhibitors and do not address ROR1, B7-H3, or topoisomerase I inhibitors, indicating no competitive risk to the ADC program targeting these elements.",120-485-333-802-810,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related signaling pathways or expression profiles that would suggest targeting ROR1.",False,none,"The claims do not mention B7-H3, CD276, or any characteristics specific to B7-H3 targeting. There is no indication of targeting a B7 family member that excludes PD-L1, PD-L2, B7-H4, or CTLA-4.",False,none,The claims do not mention topoisomerase I inhibitors or any specific compounds like irinotecan or camptothecin derivatives. The focus is on thyroid hormone analogs and anti-angiogenic formulations.,False,There are no claims describing bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The patent focuses on thyroid hormone analogs and anti-angiogenic formulations, which do not overlap with the ADC program targeting ROR1, B7-H3, or topoisomerase I inhibitors.",147-889-245-427-134,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting.",False,none,The claims do not mention topoisomerase I inhibitors or any related compounds such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"There is no indication in the claims of targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",141-879-907-125-673,
False,none,"The claims do not mention ROR1, NTRKR1, or any related receptor tyrosine kinase characteristics. There is no indication of targeting ROR1 in the claims.",False,none,"The claims do not mention B7-H3, CD276, or any related B7 family member characteristics. There is no indication of targeting B7-H3 in the claims.",False,none,The claims do not mention any topoisomerase I inhibitors or related compounds. There is no indication of a topoisomerase I inhibitor payload in the claims.,False,The claims do not describe any bispecific or multispecific antibody constructs. There is no indication of bispecific constructs targeting ROR1 or B7-H3.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. Therefore, the patent does not pose a competitive risk to the ADC program targeting these elements.",144-921-272-701-82X,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as involvement in Wnt5a signaling or expression in specific cancers.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as overexpression in certain solid tumors.",True,high,"The claims explicitly mention camptothecin as a drug unit, which is a known topoisomerase I inhibitor.",False,The claims describe multi-drug ADCs but do not specify bispecific or multispecific antibody constructs targeting ROR1 or B7-H3.,True,The presence of a high-confidence topoisomerase I inhibitor payload in the claims poses a competitive risk to ADC programs using similar payloads.,103-164-946-629-041,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the claims relate to ROR1, B7-H3, or topoisomerase I inhibitors, and there are no bispecific constructs described. Therefore, there is no competitive risk to the ADC program targeting these elements.",181-036-587-298-457,
False,none,"The claims do not mention ROR1, NTRKR1, or any specific characteristics of ROR1 such as Wnt5a signaling or expression in specific cancers.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 such as its expression profile or exclusion of other B7 family members.",False,none,The claims do not mention topoisomerase I inhibitors or any specific compounds or mechanisms associated with topoisomerase I inhibition.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the claims relate to ROR1, B7-H3, or topoisomerase I inhibitors, and there are no bispecific constructs described. Therefore, there is no competitive risk to the ADC program targeting these elements.",058-186-782-996-896,
False,none,"The claims do not mention ROR1 or any characteristics specifically associated with ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL or mantle cell lymphoma.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting, such as being a 4Ig B7 family member or overexpression in specific cancers.",False,none,The claims focus on NAMPT inhibitor-linker conjugates and do not mention topoisomerase I inhibitors or related payloads such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"There is no indication in the claims of targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, thus posing no competitive risk to the ADC program targeting these elements.",148-118-895-014-316,
